Sun Dec 17 00:51:04 +0000 2017,"Northern New England, USA",,"Poor Californians, Wild Fires, Earth Quakes and Hollywood Zipperheads if thats not enough, the nuttiest Democrats"
Sun Dec 17 00:51:03 +0000 2017,"Irvine, CA",,"oh come on now. Those poor, economically anxious white folks were just trying to protest in peace."
Sun Dec 17 00:51:07 +0000 2017,Benin Republic,,"I started off poor with too earn More now we own stories and fuck the baddest worst,now am with Trump..."
Sun Dec 17 00:51:08 +0000 2017,single ,,Haha omg just straight up kicked your vag you poor thing i know
Sun Dec 17 00:51:10 +0000 2017,hb,,Why am I crying in the club rn poor Gary
Sun Dec 17 00:51:12 +0000 2017,where the wild things are,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:13 +0000 2017,"London, England",,": They'd rather have the poor poorer as long as the rich are less rich. Yep ... Good old , unites the rich"
Sun Dec 17 00:51:14 +0000 2017,At The Racetrack,,"On the heels of Destin's poor performance today, gelding would go so far for many colts currently in America."
Sun Dec 17 00:51:15 +0000 2017,Toronto,,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:51:16 +0000 2017,Smoky Mountains,,(1/2) Here's the thing Teddy. % of U.S. citizens want Net Neutrality. If they're ignorant then you've do
Sun Dec 17 00:51:16 +0000 2017,"Washington, USA",,"Poor Mary, SMH. She's, though, lucky sh"
Sun Dec 17 00:51:18 +0000 2017,atlantis,,: People talk about how we need to have more sympathy and concern for the poor. At what point will others be eected
Sun Dec 17 00:51:18 +0000 2017,Irgendwo im Norden,,Boa und Hunger hab ich.
Sun Dec 17 00:51:20 +0000 2017,"Cleburne, Texas",,You'd think the poor guy could afford some new jeans.
Sun Dec 17 00:51:20 +0000 2017,Worldwide,,"World Bank and WHO: Half the world lacks access to essential health services, million still pushed into extreme"
Sun Dec 17 00:51:21 +0000 2017,West Coast,,Hip (Eponymous) Poor Boy - Alternate Mix by Jack White
Sun Dec 17 00:51:22 +0000 2017,#ResistCapitalism,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:22 +0000 2017,Ohio,,: Shoulder. Cast ones off the left paw then they fix the right shoulder!
Sun Dec 17 00:51:23 +0000 2017,SE Meeechigan / NW Ohio,,": Poor Californians, Wild Fires, Earth Quakes and Hollywood Zipperheads if thats not enough, the nuttiest Democrats"
Sun Dec 17 00:51:25 +0000 2017,"vancouver , canada",,Gonna cut out some sun tanning time for my poor skin
Sun Dec 17 00:51:26 +0000 2017,LONDRES - MADRID,,: Is the poor fella alright. This is a huge collision!! nicholas_claassen_
Sun Dec 17 00:51:28 +0000 2017,"Puerto Rico, USA",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:28 +0000 2017,Earth,,": 'The poor I met from among the M living in poverty were overwhelmingly persons who had been born into poverty, or"
Sun Dec 17 00:51:29 +0000 2017,"Polokwane, South Africa",,: South African celebrities: Support local!! Also South African celebrities: HAHAHAHAHA! You're all so poor euw
Sun Dec 17 00:51:30 +0000 2017,"San Francisco, CA",,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:51:31 +0000 2017,Earth,Australia,": : Therell never be Sharia law in Australia, you bigots. Youre all just paranoid racists. Theyre just poor r"
Sun Dec 17 00:51:31 +0000 2017,"Perry, FL",,"Vulnerable? How awful! That sounds like the poor, and children."
Sun Dec 17 00:51:31 +0000 2017,London S.E,,Awe poor everton.
Sun Dec 17 00:51:33 +0000 2017,"Santa Marta, Colombia",,Poor Anastasia TAN joven y con mucho poder !!
Sun Dec 17 00:51:34 +0000 2017,wherever danger does not lurk,,If we don't act now poor people will be flooding into the US!
Sun Dec 17 00:51:34 +0000 2017,NY,,trump gives the aChristmas gift shame on them they all are a bit off in the h
Sun Dec 17 00:51:35 +0000 2017,Resistance.  Medicare For All.   Equal Pay.  Strong women inspire!,,"Well, *tRump has a history of bankrupting all his businesses, we're his latest."
Sun Dec 17 00:51:36 +0000 2017,"Seoul, Republic of Korea",,: Beggarmys are blaming E for poor sales in the Olympics when no announcement regarding official performers nor end
Sun Dec 17 00:51:38 +0000 2017,Arizona,,": But yet, instead of helping these AMERICANS, you Hollyweird liberals want to ignore them and focus on ILLEGALS and"
Sun Dec 17 00:51:38 +0000 2017,"Kay,Ray,Heather,Kassie,Dionne",,Ok I feel attacked. MY POOR HEART
Sun Dec 17 00:51:39 +0000 2017,Hell,,Oh no. Poor Kendrick.
Sun Dec 17 00:51:39 +0000 2017,"Philadelphia, PA",,"For , proclaiming victory in battle is not celebration but care for the poor, liberty for captives and relea"
Sun Dec 17 00:51:42 +0000 2017,"East Midlands, England",,: oh diddums why must mummy n daddy be so rich!!!! why cant a have ALL the poor people money?!?!! filthy peasa
Sun Dec 17 00:51:42 +0000 2017,The mysterious cities of gold,,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:51:43 +0000 2017,"Newfoundland and Labrador, Can",,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 00:51:45 +0000 2017,"San Antonio, TX",,: Poor person: i cant afford a home or electricity Genius: have you considered mining for bitcoin Poor person: how d
Sun Dec 17 00:51:45 +0000 2017,"Chicago, IL",,": Human, Son, President: What a pic! What a moment. Congrats and wish you tge best. The young, the Poor,"
Sun Dec 17 00:51:45 +0000 2017,United Kingdom,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:45 +0000 2017,"San Diego, CA",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:47 +0000 2017,United States,,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 00:51:48 +0000 2017,FPE,,My poor little Dano deals with my mood swings
Sun Dec 17 00:51:50 +0000 2017,Berlin,,": Fitch decision, which now joins Standard and Poor's and DBRS, firmly rates the Portuguese sovereign debt as investm"
Sun Dec 17 00:51:50 +0000 2017,Arnaudville La,,: NEW PICTURES!! HARVEY - - Someone brought yr old Harvey to the shelter and this poor kitty is not happy. Y
Sun Dec 17 00:51:50 +0000 2017,"Overland Park, Kansas, USA",,Weve tried to pretend this isnt really happening or that its all the fault of the poor for far too long. Were g
Sun Dec 17 00:51:51 +0000 2017,"Edmond, OK/Nassau, Bahamas",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:51 +0000 2017,"Phenix City, AL",,Poor Bendy
Sun Dec 17 00:51:52 +0000 2017,"Auschwitz, Poland",,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 00:51:52 +0000 2017,"Mandarin, FL",,": Catch him at the moment when he is really poor in spirit and smuggle into his mind the gratifying reflection, by"
Sun Dec 17 00:51:52 +0000 2017,"Paris, France",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:51:54 +0000 2017,"North-West, Mafikeng",,": Dear poor student.Please be cautious when celebrating ""free education"" until the money is paid into your account. T"
Sun Dec 17 00:51:54 +0000 2017,"Akron, OH",,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:51:55 +0000 2017,"Edmond, OK",,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 00:52:00 +0000 2017,"Indianapolis, IN",,"Hes an absolutely awful president like what? yall want to see black people, who are america born, fail so the sta"
Sun Dec 17 00:52:03 +0000 2017,"Seattle, WA",,"IN SOME STATES, NOT ALL, AND STILL GOING TO HURT THE POOR ->Trump touts release of final GOP tax plan: A great Chr"
Sun Dec 17 00:52:05 +0000 2017,Toronto,,": Guy Lafleur (one of the greatest skaters in history) was told at yrs old he was a poor skater and had ""weak"
Sun Dec 17 00:52:04 +0000 2017,"Bellflower, CA",,yes lmfao poor baby
Sun Dec 17 00:52:08 +0000 2017,"Hatfield, United Kingdom",,"Poor elf is having a bad night, that's twice I've had to go in and calm her from nightmares: the Hobbit may not hav"
Sun Dec 17 00:52:08 +0000 2017,Harry and Gaga follow,,"its such a sad tradition, I want to believe more and more people get educated and stop participating i"
Sun Dec 17 00:52:10 +0000 2017,"North Carolina, USA",,"Liar-these tax cuts are for the ultra wealthy, definitely not the average or poor Americans."
Sun Dec 17 00:52:12 +0000 2017,Southern Illinois,Illinois,I can't believe what you're doing to the middle class and poor people of Illinois. Shame on you for supporting this bill.
Sun Dec 17 00:52:13 +0000 2017,Not in Korea.,,Plz help a poor girl to choose a layout. (Screen below)
Sun Dec 17 00:52:14 +0000 2017,10 years of darkness,,[[I better get an achievement for beating him this is killing my poor hand]]
Sun Dec 17 00:52:14 +0000 2017,por el carajo,,: [imagines poor people being able to eat meals a day off my hard earned money] grrrrr [imagines them getting healt
Sun Dec 17 00:52:17 +0000 2017,"slytherin house, hogwarts ",,: should the rich be allowed to guzzle the blood of the poor with impunity??? REPUBLICANS: yes SOCIALISTS: no DEMO
Sun Dec 17 00:52:17 +0000 2017,"Tremont, PA",,People dying from hunger & disease & we spend millions on UFO research. Le
Sun Dec 17 00:52:17 +0000 2017,West of Mordor,,: Spare a thought for poor Nigel. This sad man is stuck in his multimillion pound townhouse after years trapped on
Sun Dec 17 00:52:18 +0000 2017,"Augusta~Kennesaw, GA",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:52:21 +0000 2017,"Washington, D.C.",,"Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 00:52:21 +0000 2017,513,,Seeing this as a gif omllll that poor kw Ty Lee sent her staggering down in secs
Sun Dec 17 00:52:22 +0000 2017,South Africa,,: Because rhetoric isn't feasible and pronouncement is not planning. People want to know what's going to be done and
Sun Dec 17 00:52:23 +0000 2017,All up in and about the place.,Australia,": : Therell never be Sharia law in Australia, you bigots. Youre all just paranoid racists. Theyre just poor r"
Sun Dec 17 00:52:26 +0000 2017,chilling at Asgard with River,,The homophobes are at it again!! Poor Karen here is suffering from a syndrome called I've never had an
Sun Dec 17 00:52:27 +0000 2017,IN MY BAG,,": ""I like weed but I also hate poor people"""
Sun Dec 17 00:52:27 +0000 2017,"Michigan, USA",,: US soccer doesnt invest meaningful resources into poor communities or communities of color & thus the sport contin
Sun Dec 17 00:52:27 +0000 2017,"San Diego, CA",,: HAHAHA poor dog
Sun Dec 17 00:52:28 +0000 2017,"San Diego, CA",,: never underestimate a poor kid who has no concept of prestige. anything is within reach.
Sun Dec 17 00:52:29 +0000 2017,"Syracuse, NY",,: Paul Ryan believes feeding poor kid is bad but feeding billionaires your retirement is just good economics.
Sun Dec 17 00:52:29 +0000 2017,Bonny Scotland,,: Tories: taking money away from poor people makes them work harder. Also Tories: taking money away from rich people
Sun Dec 17 00:52:30 +0000 2017,"New York, NY",,Somebody said the reason I'm poor is because I'm working for a corporation like poor people have all the problem but no solutions
Sun Dec 17 00:52:30 +0000 2017,Amarillo,,"Swear, I did the finger salute from hunger games when I saw her"
Sun Dec 17 00:52:31 +0000 2017,amble,,": fans get behind a manager after poor form: ""Rafa gets an easy ride"" and if we boo the manager ""unrealistic eectations"""
Sun Dec 17 00:52:33 +0000 2017,"BLUE St.Louis, BLOODY RED MO",,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 00:52:34 +0000 2017,United Kingdom,,: . Love & Hip Hop: New York - Chrissy vs. Kimbella - Chrissy didn't have to punch her like that!! Poor Kim. Lmfao. https:/
Sun Dec 17 00:52:35 +0000 2017,"Las Vegas, NV",,Sliced poor O-ren's wig clean off. See when you do clownery..
Sun Dec 17 00:52:35 +0000 2017,"Idaho, USA",,: So Much for Peace Between Arabs and Jews: The Arab Governments Won't Have It! Poor Iraqi Girl Thrown out of Country
Sun Dec 17 00:52:36 +0000 2017,"Nunawading, Melbourne",,": ""A dog doesn't care if you are rich or poor. All he knows is that he loves you very much."""
Sun Dec 17 00:52:36 +0000 2017,"Hampton, VA",,Cause poor kids rarely have chimneys...
Sun Dec 17 00:52:38 +0000 2017,West Russia,,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 00:52:38 +0000 2017,"Thomasville,Ga",,PROPER PREPARATION PREVENTS POOR PERFORMANCE
Sun Dec 17 00:52:39 +0000 2017,"California, USA",,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 00:52:41 +0000 2017,Canada,,"""Oh Amygdala, Oh Amygdala... Have mercy on the poor bastard!"" Who the FUCK says this"
Sun Dec 17 00:52:43 +0000 2017,State College ,,": Rich fraud, poor fraud: The GOP's double standard on tax mistakes u1"
Sun Dec 17 00:52:43 +0000 2017,"Greer, SC",,Minorities? Poor people? Science? Facts have no pl
Sun Dec 17 00:52:43 +0000 2017,"My Dark Room, Pluto",,Poor child
Sun Dec 17 00:52:47 +0000 2017,"Guilderland, NY",,: The pending tax bill is basically Republican piggery; another case of the rich man dancing while the poor man pays the ban
Sun Dec 17 00:52:48 +0000 2017,NYC,,: RevoltPolitic: Margaret Sanger (18791966) worked as a nurse among poor women on New York Citys Lower East Side an
Sun Dec 17 00:52:50 +0000 2017,"Columbus, OH",,: can yall stop actin like the internet made everyone antisocial. get off ur phone if u wanna connect physically but
Sun Dec 17 00:52:50 +0000 2017,United States,,": 'The poor I met from among the M living in poverty were overwhelmingly persons who had been born into poverty, or"
Sun Dec 17 00:52:51 +0000 2017,"Indiana, USA",,: This is what folks fundamentally dont get about caste. Doesnt mean there are no poor white people. Means black
